UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP 
105154,"R",680,"R",8030,"R",8,"R",743,"Z",0,"R",743,"R",459,"R",62,"R",677,"Z",0,"R",677,"R",223,"R",33
105163,"R",54,"R",84,"R",64,"R",58,"R",3,"R",55,"R",32,"R",58,"R",12,"R",0,"R",12,"R",7,"R",58
105172,"R",84,"R",141,"R",60,"R",110,"R",4,"R",106,"R",55,"R",52,"R",7,"R",0,"R",7,"R",3,"R",43
105206,"R",253,"R",2329,"R",11,"R",264,"Z",0,"R",264,"R",120,"R",45,"R",1091,"Z",0,"R",1091,"R",346,"R",32
105215,"A",,"A",,"A",,"R",491,"R",0,"R",491,"R",468,"R",95,"R",0,"R",0,"R",0,"R",0,"A",
105297,"R",244,"R",435,"R",56,"R",250,"Z",0,"R",250,"R",111,"R",44,"R",100,"R",0,"R",100,"R",33,"R",33
105330,"R",2931,"R",4987,"R",59,"R",2607,"R",0,"R",2607,"R",1858,"R",71,"R",239,"R",0,"R",239,"R",128,"R",54
105349,"R",60,"R",435,"R",14,"R",126,"R",1,"R",125,"R",36,"R",29,"R",186,"R",0,"R",186,"R",22,"R",12
105419,"A",,"A",,"A",,"R",95,"Z",0,"R",95,"R",79,"R",83,"R",98,"Z",0,"R",98,"R",63,"R",64
105428,"R",358,"R",3931,"R",9,"R",351,"Z",0,"R",351,"R",198,"R",56,"R",362,"Z",0,"R",362,"R",124,"R",34
105516,"R",150,"R",541,"R",28,"R",127,"R",0,"R",127,"R",32,"R",25,"R",0,"R",0,"R",0,"R",0,"A",
105525,"R",2604,"R",12956,"R",20,"R",2329,"R",0,"R",2329,"R",1471,"R",63,"R",3245,"R",0,"R",3245,"R",1226,"R",38
105534,"A",,"A",,"A",,"R",762,"Z",0,"R",762,"R",547,"R",72,"Z",0,"Z",0,"R",0,"Z",0,"A",
105543,"A",,"A",,"A",,"R",462,"Z",0,"R",462,"R",302,"R",65,"Z",0,"Z",0,"R",0,"Z",0,"A",
105589,"R",69,"R",208,"R",33,"R",56,"R",0,"R",56,"R",38,"R",68,"R",0,"R",0,"R",0,"R",0,"A",
105659,"A",,"A",,"A",,"R",160,"R",0,"R",160,"R",134,"R",84,"R",175,"R",0,"R",175,"R",124,"R",71
105668,"R",74,"R",6246,"R",1,"R",33,"Z",0,"R",33,"R",20,"R",61,"R",41,"Z",0,"R",41,"R",13,"R",32
105701,"A",,"A",,"A",,"R",53,"R",3,"R",50,"R",19,"R",38,"Z",0,"Z",0,"R",0,"Z",0,"A",
105747,"R",385,"R",4120,"R",9,"R",286,"Z",0,"R",286,"R",159,"R",56,"R",216,"Z",0,"R",216,"R",72,"R",33
105792,"R",176,"R",1881,"R",9,"R",158,"Z",0,"R",158,"R",84,"R",53,"R",146,"Z",0,"R",146,"R",47,"R",32
105899,"R",64,"R",134,"R",48,"R",55,"Z",0,"R",55,"R",45,"R",82,"Z",0,"Z",0,"R",0,"Z",0,"A",
106041,"A",,"A",,"A",,"R",764,"R",1,"R",763,"R",720,"R",94,"R",0,"R",0,"R",0,"R",0,"A",
106102,"R",2638,"R",8170,"R",32,"R",5939,"R",0,"R",5939,"R",438,"R",7,"R",0,"R",0,"R",0,"R",0,"A",
106111,"A",,"A",,"A",,"R",129,"Z",0,"R",129,"R",99,"R",77,"R",97,"Z",0,"R",97,"R",58,"R",60
106148,"R",355,"R",2474,"R",14,"R",315,"R",0,"R",315,"R",147,"R",47,"R",389,"R",0,"R",389,"R",93,"R",24
106245,"R",814,"R",1984,"R",41,"R",605,"R",0,"R",605,"R",355,"R",59,"R",58,"R",0,"R",58,"R",21,"R",36
106281,"A",,"A",,"A",,"R",18,"Z",0,"R",18,"R",8,"R",44,"R",0,"Z",0,"R",0,"R",0,"A",
106306,"R",424,"R",424,"R",100,"R",42,"R",4,"R",38,"R",15,"R",39,"Z",0,"Z",0,"R",0,"Z",0,"A",
106315,"A",,"A",,"A",,"R",8,"Z",0,"R",8,"R",7,"R",88,"R",5,"Z",0,"R",5,"R",4,"R",80
106324,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",4,"R",40,"R",1,"R",0,"R",1,"R",0,"R",0
106342,"R",142,"R",206,"R",69,"R",128,"R",0,"R",128,"R",82,"R",64,"R",26,"R",0,"R",26,"R",6,"R",23
106351,"A",,"A",,"A",,"R",20,"Z",0,"R",20,"R",15,"R",75,"R",1,"Z",0,"R",1,"R",1,"R",100
106360,"A",,"A",,"A",,"R",27,"R",0,"R",27,"R",17,"R",63,"R",0,"R",0,"R",0,"R",0,"A",
106397,"R",2879,"R",4166,"R",69,"R",2726,"R",3,"R",2723,"R",2256,"R",83,"R",58,"R",0,"R",58,"R",35,"R",60
106412,"R",788,"R",970,"R",81,"R",691,"R",1,"R",690,"R",394,"R",57,"R",32,"R",0,"R",32,"R",7,"R",22
106449,"R",766,"R",963,"R",80,"R",742,"R",0,"R",742,"R",450,"R",61,"R",116,"R",0,"R",116,"R",38,"R",33
106458,"R",1666,"R",2559,"R",65,"R",1663,"R",0,"R",1663,"R",1141,"R",69,"R",64,"R",0,"R",64,"R",18,"R",28
106467,"R",1552,"R",2196,"R",71,"R",1291,"R",0,"R",1291,"R",853,"R",66,"R",51,"R",0,"R",51,"R",36,"R",71
106485,"R",619,"R",895,"R",69,"R",552,"R",0,"R",552,"R",267,"R",48,"R",22,"R",0,"R",22,"R",7,"R",32
106494,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",15,"R",50,"R",0,"R",0,"R",0,"R",0,"A",
106546,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",5,"R",24,"R",26,"R",0,"R",26,"R",3,"R",12
106607,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",17,"R",89,"R",0,"R",0,"R",0,"R",0,"A",
106625,"R",435,"R",708,"R",61,"R",355,"R",1,"R",354,"R",196,"R",55,"R",45,"R",0,"R",45,"R",18,"R",40
106704,"R",1763,"R",2419,"R",73,"R",2352,"R",0,"R",2352,"R",1662,"R",71,"R",19,"R",0,"R",19,"R",6,"R",32
106713,"R",112,"R",206,"R",54,"R",94,"Z",0,"R",94,"R",60,"R",64,"R",4,"Z",0,"R",4,"R",2,"R",50
106759,"A",,"A",,"A",,"R",5,"Z",0,"R",5,"R",1,"R",20,"R",0,"R",0,"R",0,"R",0,"A",
106795,"R",134,"R",520,"R",26,"R",80,"R",0,"R",80,"R",50,"R",63,"R",18,"R",0,"R",18,"R",18,"R",100
106810,"R",58,"R",67,"R",87,"R",59,"R",0,"R",59,"R",36,"R",61,"R",0,"R",0,"R",0,"R",0,"A",
106829,"R",97,"R",128,"R",76,"R",63,"Z",0,"R",63,"R",33,"R",52,"R",11,"Z",0,"R",11,"R",9,"R",82
106838,"A",,"A",,"A",,"R",7,"Z",0,"R",7,"R",2,"R",29,"Z",0,"Z",0,"R",0,"Z",0,"A",
106883,"R",247,"R",381,"R",65,"R",248,"Z",0,"R",248,"R",124,"R",50,"R",29,"Z",0,"R",29,"R",13,"R",45
106980,"R",307,"R",963,"R",32,"R",254,"R",0,"R",254,"R",128,"R",50,"R",126,"R",0,"R",126,"R",40,"R",32
106999,"R",202,"R",427,"R",47,"R",204,"Z",0,"R",204,"R",118,"R",58,"R",46,"Z",0,"R",46,"R",19,"R",41
107044,"R",960,"R",1189,"R",81,"R",903,"R",0,"R",903,"R",720,"R",80,"R",7,"R",0,"R",7,"R",3,"R",43
107071,"R",786,"R",1071,"R",73,"R",481,"Z",0,"R",481,"R",301,"R",63,"R",11,"Z",0,"R",11,"R",0,"R",0
107080,"R",371,"R",386,"R",96,"R",396,"Z",0,"R",396,"R",341,"R",86,"Z",0,"Z",0,"R",0,"Z",0,"A",
107099,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",19,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
107123,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",19,"R",48,"R",0,"R",0,"R",0,"R",0,"A",
107141,"R",361,"R",439,"R",82,"R",326,"R",0,"R",326,"R",262,"R",80,"R",0,"R",0,"R",0,"R",0,"A",
107211,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",42,"R",89,"R",0,"R",0,"R",0,"R",0,"A",
107220,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",32,"R",86,"R",0,"R",0,"R",0,"R",0,"A",
107275,"A",,"A",,"A",,"R",5,"Z",0,"R",5,"R",4,"R",80,"Z",0,"Z",0,"R",0,"Z",0,"A",
107293,"A",,"A",,"A",,"R",32,"Z",0,"R",32,"R",9,"R",28,"Z",0,"Z",0,"R",0,"Z",0,"A",
107318,"R",150,"R",397,"R",38,"R",143,"Z",0,"R",143,"R",60,"R",42,"R",121,"Z",0,"R",121,"R",39,"R",32
107327,"R",286,"R",590,"R",48,"R",268,"Z",0,"R",268,"R",95,"R",35,"R",52,"Z",0,"R",52,"R",14,"R",27
107363,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",10,"R",100,"R",6,"R",0,"R",6,"R",6,"R",100
107442,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",10,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
107460,"R",412,"R",602,"R",68,"R",340,"R",1,"R",339,"R",170,"R",50,"R",77,"R",0,"R",77,"R",19,"R",25
107488,"R",196,"R",269,"R",73,"R",92,"R",0,"R",92,"R",81,"R",88,"R",50,"R",0,"R",50,"R",8,"R",16
107512,"R",372,"R",430,"R",87,"R",367,"R",0,"R",367,"R",283,"R",77,"R",0,"R",0,"R",0,"R",0,"A",
107521,"R",155,"R",345,"R",45,"R",153,"R",0,"R",153,"R",86,"R",56,"R",29,"R",0,"R",29,"R",14,"R",48
107549,"R",239,"R",368,"R",65,"R",177,"R",0,"R",177,"R",96,"R",54,"R",90,"R",0,"R",90,"R",29,"R",32
107558,"R",178,"R",242,"R",74,"R",165,"R",0,"R",165,"R",111,"R",67,"R",0,"R",0,"R",0,"R",0,"A",
107585,"R",483,"R",784,"R",62,"R",418,"R",0,"R",418,"R",157,"R",38,"R",83,"R",0,"R",83,"R",26,"R",31
107600,"R",131,"R",192,"R",68,"R",76,"R",0,"R",76,"R",52,"R",68,"R",6,"R",0,"R",6,"R",0,"R",0
107619,"R",124,"R",306,"R",41,"R",127,"R",0,"R",127,"R",74,"R",58,"R",55,"R",0,"R",55,"R",13,"R",24
107637,"R",215,"R",590,"R",36,"R",174,"R",2,"R",172,"R",77,"R",45,"R",37,"R",1,"R",36,"R",16,"R",44
107655,"A",,"A",,"A",,"R",50,"R",0,"R",50,"R",42,"R",84,"R",40,"R",0,"R",40,"R",39,"R",98
107664,"R",892,"R",2350,"R",38,"R",832,"R",2,"R",830,"R",420,"R",51,"R",370,"R",1,"R",369,"R",164,"R",44
107725,"R",217,"R",324,"R",67,"R",196,"R",0,"R",196,"R",102,"R",52,"R",159,"R",0,"R",159,"R",20,"R",13
107743,"R",115,"R",179,"R",64,"R",132,"Z",0,"R",132,"R",54,"R",41,"R",27,"Z",0,"R",27,"R",11,"R",41
107789,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",8,"R",67,"R",18,"R",0,"R",18,"R",15,"R",83
107831,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",22,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
107877,"R",132,"R",293,"R",45,"R",128,"Z",0,"R",128,"R",53,"R",41,"R",0,"Z",0,"R",0,"Z",0,"A",
107974,"R",140,"R",311,"R",45,"R",104,"Z",0,"R",104,"R",53,"R",51,"R",54,"Z",0,"R",54,"R",20,"R",37
107983,"R",528,"R",771,"R",68,"R",588,"Z",0,"R",588,"R",362,"R",62,"R",2,"Z",0,"R",2,"R",1,"R",50
107992,"R",196,"R",401,"R",49,"R",141,"Z",0,"R",141,"R",39,"R",28,"R",22,"Z",0,"R",22,"R",12,"R",55
108065,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",2,"R",100,"R",8,"R",0,"R",8,"R",8,"R",100
108092,"R",853,"R",1161,"R",73,"R",382,"R",0,"R",382,"R",258,"R",68,"R",179,"R",0,"R",179,"R",74,"R",41
108232,"R",1211,"R",2293,"R",53,"R",644,"R",0,"R",644,"R",436,"R",68,"R",279,"R",0,"R",279,"R",104,"R",37
108250,"R",101,"R",125,"R",81,"R",113,"R",1,"R",112,"R",57,"R",51,"R",7,"R",0,"R",7,"R",0,"R",0
108348,"A",,"A",,"A",,"R",53,"R",0,"R",53,"R",42,"R",79,"R",0,"R",0,"R",0,"R",0,"A",
108649,"A",,"A",,"A",,"R",57,"R",0,"R",57,"R",43,"R",75,"R",0,"R",0,"R",0,"R",0,"A",
108667,"R",111,"R",2352,"R",5,"R",82,"R",0,"R",82,"R",42,"R",51,"R",133,"R",0,"R",133,"R",46,"R",35
108807,"R",504,"R",3630,"R",14,"R",474,"R",0,"R",474,"R",334,"R",70,"R",444,"R",0,"R",444,"R",215,"R",48
108852,"R",195,"R",195,"R",100,"R",191,"R",0,"R",191,"R",102,"R",53,"R",0,"R",0,"R",0,"R",0,"A",
108977,"A",,"A",,"A",,"R",25,"R",12,"R",13,"R",9,"R",69,"Z",0,"Z",0,"R",0,"Z",0,"A",
109013,"R",69,"R",192,"R",36,"R",74,"Z",0,"R",74,"R",37,"R",50,"R",11,"Z",0,"R",11,"R",1,"R",9
109040,"A",,"A",,"A",,"R",427,"R",0,"R",427,"R",346,"R",81,"R",0,"R",0,"R",0,"R",0,"A",
109086,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",
109208,"R",1676,"R",10596,"R",16,"R",1561,"R",0,"R",1561,"R",1028,"R",66,"R",1535,"R",0,"R",1535,"R",639,"R",42
109332,"A",,"A",,"A",,"R",229,"R",0,"R",229,"R",60,"R",26,"R",0,"R",0,"R",0,"R",0,"A",
109350,"R",932,"R",4110,"R",23,"R",716,"R",0,"R",716,"R",526,"R",73,"R",983,"R",0,"R",983,"R",426,"R",43
109651,"R",302,"R",436,"R",69,"R",56,"R",0,"R",56,"R",48,"R",86,"Z",0,"Z",0,"R",0,"Z",0,"A",
109785,"R",848,"R",1427,"R",59,"R",865,"R",0,"R",865,"R",691,"R",80,"R",5,"R",0,"R",5,"R",3,"R",60
109819,"R",1307,"R",5401,"R",24,"R",1234,"R",0,"R",1234,"R",826,"R",67,"R",1178,"R",0,"R",1178,"R",521,"R",44
109891,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",
109907,"R",98,"R",1229,"R",8,"R",122,"R",0,"R",122,"R",62,"R",51,"R",194,"R",0,"R",194,"R",43,"R",22
109934,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",64,"R",82,"R",0,"R",0,"R",0,"R",0,"A",
110051,"R",62,"R",126,"R",49,"R",71,"R",0,"R",71,"R",46,"R",65,"Z",0,"Z",0,"R",0,"Z",0,"A",
110060,"R",46,"R",81,"R",57,"R",45,"R",6,"R",39,"R",35,"R",90,"R",13,"R",2,"R",11,"R",9,"R",82
110097,"R",804,"R",1064,"R",76,"R",783,"R",0,"R",783,"R",649,"R",83,"R",5,"R",0,"R",5,"R",3,"R",60
110176,"R",0,"R",1,"R",0,"R",156,"R",0,"R",156,"R",112,"R",72,"R",16,"R",0,"R",16,"R",4,"R",25
110185,"R",161,"R",344,"R",47,"R",195,"Z",0,"R",195,"R",127,"R",65,"R",0,"Z",0,"R",0,"R",0,"A",
110194,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",37,"R",84,"R",0,"R",0,"R",0,"R",0,"A",
110219,"R",56,"R",64,"R",88,"R",14,"R",0,"R",14,"R",14,"R",100,"R",2,"R",0,"R",2,"R",2,"R",100
110246,"R",776,"R",3469,"R",22,"R",592,"R",0,"R",592,"R",382,"R",65,"R",412,"R",0,"R",412,"R",168,"R",41
110334,"R",502,"R",3738,"R",13,"R",540,"R",0,"R",540,"R",379,"R",70,"R",529,"R",0,"R",529,"R",238,"R",45
110361,"R",489,"R",832,"R",59,"R",435,"Z",0,"R",435,"R",360,"R",83,"R",4,"Z",0,"R",4,"R",1,"R",25
110370,"R",186,"R",187,"R",99,"R",182,"R",0,"R",182,"R",130,"R",71,"R",1,"R",0,"R",1,"R",1,"R",100
110404,"R",231,"R",239,"R",97,"R",214,"R",0,"R",214,"R",210,"R",98,"R",0,"R",0,"R",0,"R",0,"A",
110413,"R",420,"R",423,"R",99,"R",403,"Z",0,"R",403,"R",309,"R",77,"Z",0,"Z",0,"R",0,"Z",0,"A",
110422,"R",4222,"R",5088,"R",83,"R",3761,"R",0,"R",3761,"R",3381,"R",90,"R",65,"R",0,"R",65,"R",50,"R",77
110486,"R",853,"R",1614,"R",53,"R",854,"R",0,"R",854,"R",620,"R",73,"R",24,"R",0,"R",24,"R",6,"R",25
110495,"R",910,"R",1986,"R",46,"R",846,"R",0,"R",846,"R",685,"R",81,"R",98,"R",0,"R",98,"R",64,"R",65
110510,"R",1656,"R",3505,"R",47,"R",1774,"R",0,"R",1774,"R",1434,"R",81,"R",66,"R",0,"R",66,"R",21,"R",32
110529,"R",3414,"R",5019,"R",68,"R",3137,"R",0,"R",3137,"R",2495,"R",80,"R",194,"R",0,"R",194,"R",117,"R",60
110538,"R",2710,"R",4405,"R",62,"R",2430,"R",0,"R",2430,"R",1947,"R",80,"R",47,"R",0,"R",47,"R",23,"R",49
110547,"R",913,"R",2243,"R",41,"R",977,"R",0,"R",977,"R",598,"R",61,"R",78,"R",0,"R",78,"R",36,"R",46
110556,"R",2553,"R",4446,"R",57,"R",2528,"R",0,"R",2528,"R",2041,"R",81,"R",84,"R",0,"R",84,"R",37,"R",44
110565,"R",4042,"R",8185,"R",49,"R",3736,"R",0,"R",3736,"R",2941,"R",79,"R",111,"R",0,"R",111,"R",56,"R",50
110574,"R",1019,"R",2885,"R",35,"R",881,"R",0,"R",881,"R",667,"R",76,"R",9,"R",0,"R",9,"R",5,"R",56
110583,"R",4135,"R",7667,"R",54,"R",4334,"R",0,"R",4334,"R",3705,"R",85,"R",131,"R",0,"R",131,"R",92,"R",70
110592,"R",1764,"R",4347,"R",41,"R",1542,"R",0,"R",1542,"R",1135,"R",74,"R",149,"R",0,"R",149,"R",78,"R",52
110608,"R",3982,"R",8229,"R",48,"R",3603,"R",0,"R",3603,"R",2718,"R",75,"R",91,"R",0,"R",91,"R",45,"R",49
110617,"R",2357,"R",6053,"R",39,"R",2590,"R",0,"R",2590,"R",1989,"R",77,"R",67,"R",0,"R",67,"R",33,"R",49
110635,"R",4204,"R",6272,"R",67,"R",4138,"R",0,"R",4138,"R",4009,"R",97,"R",19,"R",0,"R",19,"R",18,"R",95
110644,"R",4829,"R",6830,"R",71,"R",4279,"R",0,"R",4279,"R",3896,"R",91,"R",1232,"R",1,"R",1231,"R",1047,"R",85
110653,"R",4918,"R",6397,"R",77,"R",4818,"R",0,"R",4818,"R",4524,"R",94,"R",17,"R",0,"R",17,"R",14,"R",82
110662,"R",4551,"R",7885,"R",58,"R",4712,"R",0,"R",4712,"R",4585,"R",97,"R",98,"R",0,"R",98,"R",86,"R",88
110671,"R",3701,"R",4591,"R",81,"R",3566,"R",1,"R",3565,"R",2971,"R",83,"R",28,"R",0,"R",28,"R",15,"R",54
110680,"R",4132,"R",5883,"R",70,"R",4301,"R",0,"R",4301,"R",4071,"R",95,"R",288,"R",0,"R",288,"R",262,"R",91
110705,"R",4321,"R",5617,"R",77,"R",4089,"R",0,"R",4089,"R",3735,"R",91,"R",10,"R",0,"R",10,"R",6,"R",60
110714,"R",3689,"R",4519,"R",82,"R",3313,"R",0,"R",3313,"R",2957,"R",89,"R",37,"R",0,"R",37,"R",23,"R",62
110875,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",17,"R",77,"R",0,"R",0,"R",0,"R",0,"A",
110918,"R",10,"R",11,"R",91,"R",5,"R",0,"R",5,"R",3,"R",60,"Z",0,"Z",0,"R",0,"Z",0,"A",
110945,"A",,"A",,"A",,"R",443,"R",0,"R",443,"R",220,"R",50,"R",0,"R",0,"R",0,"R",0,"A",
111009,"A",,"A",,"A",,"R",389,"R",0,"R",389,"R",321,"R",83,"R",0,"R",0,"R",0,"R",0,"A",
111054,"A",,"A",,"A",,"R",174,"R",0,"R",174,"R",132,"R",76,"R",0,"R",0,"R",0,"R",0,"A",
111081,"R",134,"R",239,"R",56,"R",156,"R",0,"R",156,"R",122,"R",78,"R",0,"Z",0,"R",0,"Z",0,"A",
111188,"R",155,"R",262,"R",59,"R",145,"R",0,"R",145,"R",108,"R",74,"R",5,"R",0,"R",5,"R",1,"R",20
111434,"R",187,"R",1992,"R",9,"R",185,"R",0,"R",185,"R",104,"R",56,"R",305,"R",0,"R",305,"R",96,"R",31
111461,"R",965,"R",4771,"R",20,"R",714,"R",0,"R",714,"R",459,"R",64,"R",691,"R",0,"R",691,"R",332,"R",48
111513,"A",,"A",,"A",,"R",29,"R",1,"R",28,"R",21,"R",75,"R",59,"R",2,"R",57,"R",44,"R",77
111638,"A",,"A",,"A",,"R",405,"R",0,"R",405,"R",205,"R",51,"R",44,"R",0,"R",44,"R",33,"R",75
111708,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",32,"R",84,"R",11,"R",0,"R",11,"R",8,"R",73
111717,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",45,"R",83,"R",8,"R",0,"R",8,"R",6,"R",75
111726,"A",,"A",,"A",,"R",79,"R",0,"R",79,"R",77,"R",97,"R",0,"R",0,"R",0,"R",0,"A",
111744,"A",,"A",,"A",,"R",27,"R",0,"R",27,"R",19,"R",70,"R",0,"R",0,"R",0,"R",0,"A",
111762,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",29,"R",78,"R",0,"R",0,"R",0,"R",0,"A",
111771,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",17,"R",89,"R",0,"R",0,"R",0,"R",0,"A",
111799,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",29,"R",78,"R",0,"R",0,"R",0,"R",0,"A",
111887,"R",1358,"R",6765,"R",20,"R",1287,"R",0,"R",1287,"R",877,"R",68,"R",2011,"R",0,"R",2011,"R",874,"R",43
111896,"R",130,"R",1508,"R",9,"R",130,"R",0,"R",130,"R",71,"R",55,"R",239,"R",0,"R",239,"R",68,"R",28
111920,"R",689,"R",4154,"R",17,"R",608,"R",0,"R",608,"R",428,"R",70,"R",735,"R",0,"R",735,"R",273,"R",37
111939,"R",1142,"R",5874,"R",19,"R",1140,"R",0,"R",1140,"R",772,"R",68,"R",1659,"R",0,"R",1659,"R",687,"R",41
111948,"R",934,"R",1250,"R",75,"R",952,"R",0,"R",952,"R",825,"R",87,"R",5,"R",0,"R",5,"R",3,"R",60
111966,"R",31,"R",75,"R",41,"R",4,"Z",0,"R",4,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",0,"R",0
112075,"R",226,"R",404,"R",56,"R",247,"R",0,"R",247,"R",181,"R",73,"Z",0,"Z",0,"R",0,"Z",0,"A",
112084,"R",80,"R",139,"R",58,"R",108,"Z",0,"R",108,"R",55,"R",51,"R",12,"Z",0,"R",12,"R",12,"R",100
112172,"R",1098,"R",3733,"R",29,"R",1098,"R",1,"R",1097,"R",647,"R",59,"R",971,"R",0,"R",971,"R",398,"R",41
112190,"R",1630,"R",12390,"R",13,"R",1244,"R",0,"R",1244,"R",914,"R",73,"R",2262,"R",0,"R",2262,"R",922,"R",41
112260,"R",268,"R",287,"R",93,"R",294,"R",1,"R",293,"R",283,"R",97,"R",0,"R",0,"R",0,"R",0,"A",
112312,"R",3,"R",26,"R",12,"R",7,"Z",0,"R",7,"R",6,"R",86,"R",5,"Z",0,"R",5,"R",1,"R",20
112367,"A",,"A",,"A",,"R",95,"R",1,"R",94,"R",85,"R",90,"R",120,"R",0,"R",120,"R",114,"R",95
112385,"R",55,"R",3955,"R",1,"R",47,"R",0,"R",47,"R",26,"R",55,"R",759,"R",0,"R",759,"R",281,"R",37
112394,"R",22,"R",37,"R",59,"R",30,"R",1,"R",29,"R",26,"R",90,"R",3,"R",0,"R",3,"R",3,"R",100
112446,"R",39,"R",43,"R",91,"Z",0,"Z",0,"R",0,"R",0,"A",,"Z",0,"Z",0,"R",0,"R",0,"A",
112455,"A",,"A",,"A",,"R",27,"Z",0,"R",27,"R",17,"R",63,"Z",0,"Z",0,"R",0,"Z",0,"A",
112516,"A",,"A",,"A",,"R",268,"Z",0,"R",268,"R",221,"R",82,"Z",0,"Z",0,"R",0,"Z",0,"A",
112561,"R",194,"R",1022,"R",19,"R",200,"R",0,"R",200,"R",119,"R",60,"R",127,"R",0,"R",127,"R",50,"R",39
112570,"R",57,"R",95,"R",60,"R",56,"R",0,"R",56,"R",27,"R",48,"R",0,"R",0,"R",0,"R",0,"A",
112686,"R",187,"R",1640,"R",11,"R",166,"R",0,"R",166,"R",63,"R",38,"R",234,"R",0,"R",234,"R",51,"R",22
112783,"A",,"A",,"A",,"R",149,"R",0,"R",149,"R",101,"R",68,"Z",0,"Z",0,"R",0,"Z",0,"A",
112826,"R",216,"R",2055,"R",11,"R",281,"R",0,"R",281,"R",193,"R",69,"R",356,"R",0,"R",356,"R",146,"R",41
113096,"R",923,"R",4589,"R",20,"R",765,"R",0,"R",765,"R",503,"R",66,"R",680,"R",0,"R",680,"R",286,"R",42
113111,"R",481,"R",1907,"R",25,"R",443,"R",0,"R",443,"R",261,"R",59,"R",410,"R",0,"R",410,"R",183,"R",45
113193,"R",819,"R",3743,"R",22,"R",830,"R",0,"R",830,"R",522,"R",63,"R",421,"R",0,"R",421,"R",184,"R",44
113218,"R",461,"R",3624,"R",13,"R",494,"R",0,"R",494,"R",328,"R",66,"R",403,"R",0,"R",403,"R",144,"R",36
113227,"A",,"A",,"A",,"R",130,"R",0,"R",130,"R",81,"R",62,"Z",0,"Z",0,"R",0,"Z",0,"A",
113236,"R",1139,"R",4762,"R",24,"R",914,"R",0,"R",914,"R",634,"R",69,"R",730,"R",0,"R",730,"R",313,"R",43
113333,"R",2022,"R",8197,"R",25,"R",2026,"R",0,"R",2026,"R",1545,"R",76,"R",1625,"R",0,"R",1625,"R",665,"R",41
113449,"A",,"A",,"A",,"R",136,"R",0,"R",136,"R",46,"R",34,"R",0,"R",0,"R",0,"R",0,"A",
113537,"R",2,"R",20,"R",10,"R",4,"Z",0,"R",4,"R",2,"R",50,"Z",0,"Z",0,"R",0,"Z",0,"A",
113573,"R",273,"R",2402,"R",11,"R",655,"R",0,"R",655,"R",450,"R",69,"R",570,"R",0,"R",570,"R",249,"R",44
113582,"R",12,"R",61,"R",20,"R",20,"R",0,"R",20,"R",17,"R",85,"R",2,"R",0,"R",2,"R",2,"R",100
113607,"R",674,"R",1785,"R",38,"R",529,"R",0,"R",529,"R",271,"R",51,"R",229,"R",0,"R",229,"R",69,"R",30
113634,"R",1326,"R",5654,"R",23,"R",1239,"R",0,"R",1239,"R",879,"R",71,"R",923,"R",0,"R",923,"R",451,"R",49
113698,"R",296,"R",458,"R",65,"R",263,"R",0,"R",263,"R",241,"R",92,"R",1,"R",0,"R",1,"R",1,"R",100
113856,"R",811,"R",8125,"R",10,"R",567,"R",0,"R",567,"R",383,"R",68,"R",805,"R",0,"R",805,"R",333,"R",41
113908,"A",,"A",,"A",,"R",53,"Z",0,"R",53,"R",53,"R",100,"Z",0,"Z",0,"R",0,"Z",0,"A",
